date,state,total_vaccinations,total_distributed,people_vaccinated,people_fully_vaccinated_per_hundred,total_vaccinations_per_hundred,people_fully_vaccinated,people_vaccinated_per_hundred,distributed_per_hundred,daily_vaccinations_raw,daily_vaccinations,daily_vaccinations_per_million,share_doses_used
2021-02-07,Texas,3246638,4402275,2464468,2.69,11.2,779857,8.5,15.18,138702,119680,4127,0.737
2021-02-06,Texas,3107936,4402275,2371311,2.53,10.72,734386,8.18,15.18,177169,109611,3780,0.706
2021-02-05,Texas,2930767,4244375,2257870,2.31,10.11,670782,7.79,14.64,125408,101557,3502,0.691
2021-02-04,Texas,2805359,4232675,2181310,2.14,9.68,621991,7.52,14.6,152463,99765,3441,0.663
2021-02-03,Texas,2652896,4214900,2086493,1.95,9.15,564433,7.2,14.54,156664,96932,3343,0.629
2021-02-02,Texas,2496232,4092150,1991555,1.73,8.61,502794,6.87,14.11,0,82619,2849,0.61
2021-02-01,Texas,2496232,3659550,1991555,1.73,8.61,502794,6.87,12.62,87353,98889,3410,0.682
2021-01-31,Texas,2408879,3659550,1928227,1.65,8.31,478812,6.65,12.62,68221,92226,3181,0.658
2021-01-30,Texas,2340658,3659550,1886813,1.56,8.07,452040,6.51,12.62,120791,87541,3019,0.64
2021-01-29,Texas,2219867,3659550,1804291,1.43,7.66,413844,6.22,12.62,112862,82155,2833,0.607
2021-01-28,Texas,2107005,3513450,1731725,1.29,7.27,373624,5.97,12.12,132631,80351,2771,0.6
2021-01-27,Texas,1974374,3505450,1648575,1.12,6.81,324212,5.69,12.09,56478,71804,2476,0.563
2021-01-26,Texas,1917896,3342350,1614648,1.04,6.61,301684,5.57,11.53,113890,73415,2532,0.574
2021-01-25,Texas,1804006,3070825,1532381,0.93,6.22,270118,5.28,10.59,40707,65851,2271,0.587
2021-01-24,Texas,1763299,3070825,1502751,0.89,6.08,259056,5.18,10.59,35430,68740,2371,0.574
2021-01-23,Texas,1727869,3070825,1474571,0.87,5.96,251815,5.08,10.59,83088,72384,2496,0.563
2021-01-22,Texas,1644781,2884425,1412767,0.8,5.67,230596,4.87,9.95,100230,69220,2387,0.57
2021-01-21,Texas,1544551,2754800,1337706,0.71,5.33,205538,4.61,9.5,72805,71561,2468,0.561
2021-01-20,Texas,1471746,2551125,1282998,0.65,5.08,187503,4.42,8.8,67757,70529,2432,0.577
2021-01-19,Texas,1403989,2105600,1222952,0.62,4.84,179801,4.22,7.26,60936.75,70361,2427,0.667
2021-01-18,Texas,,,,,,,,,60936.75,71932,2481,
2021-01-17,Texas,,,,,,,,,60936.75,74131,2557,
2021-01-16,Texas,,,,,,,,,60936.75,77429,2670,
2021-01-15,Texas,1160242,2105600,1003412,0.54,4,155660,3.46,7.26,116618,82927,2860,0.551
2021-01-14,Texas,1043624,2105600,917387,,3.6,,3.16,7.26,65582,66082,2279,0.496
2021-01-13,Texas,978042,1984225,861072,0.4,3.37,115965,2.97,6.84,66581,66581,2296,0.493
2021-01-12,Texas,911461,1949125,809148,0.35,3.14,101317,2.79,6.72,,,,0.468
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
,,,,,,,,,,,,,
2021-03-03,Utah,745913,911620,423021,6.13,23.27,196395,13.2,28.44,23612,16677,5202,0.818
2021-03-02,Utah,722301,879350,406549,5.95,22.53,190682,12.68,27.43,33795,15893,4957,0.821
2021-03-01,Utah,688506,820950,391956,5.54,21.48,177561,12.23,25.61,1,11090,3459,0.839
2021-02-28,Utah,688505,820950,391955,5.54,21.48,177561,12.23,25.61,629,11132,3472,0.839
2021-02-27,Utah,687876,820950,391753,5.52,21.46,177135,12.22,25.61,25301,11115,3467,0.838
2021-02-26,Utah,662575,816550,378573,5.26,20.67,168763,11.81,25.47,563,11132,3472,0.811
2021-02-25,Utah,662012,787680,378311,5.26,20.65,168462,11.8,24.57,32839,15753,4914,0.84
2021-02-24,Utah,629173,759020,364163,4.83,19.62,154920,11.36,23.67,18125,13791,4302,0.829
2021-02-23,Utah,611048,723510,356619,4.57,19.06,146506,11.12,22.57,174,11202,3494,0.845
2021-02-22,Utah,610874,658750,356543,4.57,19.05,146408,11.12,20.55,294,12775,3985,0.927
2021-02-21,Utah,610580,658750,356371,4.56,19.05,146286,11.12,20.55,506,14330,4470,0.927
2021-02-20,Utah,610074,658750,356046,4.56,19.03,146105,11.11,20.55,25426,14258,4447,0.926
2021-02-19,Utah,584648,657150,343017,4.24,18.24,136006,10.7,20.5,32906,10626,3314,0.89
2021-02-18,Utah,551742,618325,322861,3.93,17.21,126080,10.07,19.29,19107,5925,1848,0.892
2021-02-17,Utah,532635,605650,314844,3.68,16.61,118086,9.82,18.89,0,3195,997,0.879
2021-02-16,Utah,532635,604675,314844,3.68,16.61,118086,9.82,18.86,11184,3195,997,0.881
2021-02-15,Utah,,,,,,,,,11184,2117,660,
2021-02-14,Utah,510267,579700,307059,3.3,15.92,105704,9.58,18.08,0,15712,4901,0.88
2021-02-13,Utah,510267,579700,307059,3.3,15.92,105704,9.58,18.08,0,15712,4901,0.88
2021-02-12,Utah,510267,579700,307059,3.3,15.92,105704,9.58,18.08,0,19110,5961,0.88
2021-02-11,Utah,510267,579600,307059,3.3,15.92,105704,9.58,18.08,0,22400,6987,0.88
2021-02-10,Utah,510267,554050,307059,3.3,15.92,105704,9.58,17.28,0,26519,8272,0.921
2021-02-09,Utah,510267,531875,307059,3.3,15.92,105704,9.58,16.59,3638,26519,8272,0.959
2021-02-08,Utah,506629,493525,304991,3.25,15.8,104274,9.51,15.39,106344,26228,8181,1.027
2021-02-07,Utah,400285,493525,284458,2.75,12.49,88190,8.87,15.39,0,16255,5070,0.811
2021-02-06,Utah,400285,493525,284458,2.75,12.49,88190,8.87,15.39,23790,16255,5070,0.811
2021-02-05,Utah,376495,493425,271345,2.52,11.74,80826,8.46,15.39,23026,15053,4695,0.763
2021-02-04,Utah,353469,492450,258569,2.34,11.02,74992,8.06,15.36,28833,16237,5065,0.718
2021-02-03,Utah,324636,471575,245534,1.97,10.13,63286,7.66,14.71,0,12118,3780,0.688
2021-02-02,Utah,324636,427225,245534,1.97,10.13,63286,7.66,13.33,1606,13460,4198,0.76
2021-02-01,Utah,323030,401375,244613,1.95,10.08,62607,7.63,12.52,36529,13432,4190,0.805
2021-01-31,Utah,286501,401375,227616,1.43,8.94,45874,7.1,12.52,0,11967,3733,0.714
2021-01-30,Utah,286501,401375,227616,1.43,8.94,45874,7.1,12.52,15374,11967,3733,0.714
2021-01-29,Utah,271127,401375,219468,1.28,8.46,40909,6.85,12.52,31320,9771,3048,0.675
2021-01-28,Utah,239807,399425,201134,0.94,7.48,30065,6.27,12.46,0,7176,2238,0.6
2021-01-27,Utah,239807,394250,201134,0.94,7.48,30065,6.27,12.3,9389,8288,2585,0.608
2021-01-26,Utah,230418,374850,196507,0.8,7.19,25817,6.13,11.69,1411,9602,2995,0.615
2021-01-25,Utah,229007,341725,195221,0.8,7.14,25693,6.09,10.66,26278,10650,3322,0.67
2021-01-24,Utah,202729,341725,175364,0.65,6.32,20697,5.47,10.66,0,8146,2541,0.593
2021-01-23,Utah,202729,341725,175364,0.65,6.32,20697,5.47,10.66,0,9396,2931,0.593
2021-01-22,Utah,202729,341725,175364,0.65,6.32,20697,5.47,10.66,13151,10646,3321,0.593
2021-01-21,Utah,189578,337825,166334,0.54,5.91,17275,5.19,10.54,7786,10599,3306,0.561
2021-01-20,Utah,181792,319700,159814,0.51,5.67,16272,4.98,9.97,18587,11108,3465,0.569
2021-01-19,Utah,163205,268175,144056,0.48,5.09,15367,4.49,8.36,8748.75,9711,3029,0.609
2021-01-18,Utah,,,,,,,,,8748.75,9872,3079,
2021-01-17,Utah,,,,,,,,,8748.75,10096,3149,
2021-01-16,Utah,,,,,,,,,8748.75,10433,3254,
2021-01-15,Utah,128210,268175,114504,0.33,4,10534,3.57,8.36,12826,10995,3430,0.478
2021-01-14,Utah,115384,267975,103833,,3.6,,3.24,8.36,11348,10080,3144,0.431
2021-01-13,Utah,104036,266025,98010,0.19,3.24,6021,3.06,8.3,8811,8811,2748,0.391
2021-01-12,Utah,95225,256275,90613,0.14,2.97,4608,2.83,7.99,,,,0.372
2021-03-03,Vermont,173179,230850,112844,9.63,27.75,60078,18.08,37,1622,4030,6458,0.75
2021-03-02,Vermont,171557,227350,111761,9.54,27.49,59544,17.91,36.44,3507,3925,6290,0.755
2021-03-01,Vermont,168050,206910,109761,9.3,26.93,58041,17.59,33.16,5492,3802,6093,0.812
2021-02-28,Vermont,162558,206910,107089,8.85,26.05,55224,17.16,33.16,5629,3631,5819,0.786
2021-02-27,Vermont,156929,206910,103980,8.45,25.15,52718,16.66,33.16,5391,3545,5681,0.758
2021-02-26,Vermont,151538,206910,101037,8.06,24.28,50280,16.19,33.16,3710,3417,5476,0.732
2021-02-25,Vermont,147828,205810,98510,7.87,23.69,49103,15.79,32.98,2858,4235,6787,0.718
2021-02-24,Vermont,144970,194760,97004,7.65,23.23,47757,15.55,31.21,885,4144,6641,0.744
2021-02-23,Vermont,144085,178620,96215,7.64,23.09,47661,15.42,28.63,2649,4157,6662,0.807
2021-02-22,Vermont,141436,163550,94486,7.49,22.67,46743,15.14,26.21,4292,4364,6994,0.865
2021-02-21,Vermont,137144,163550,91923,7.21,21.98,45017,14.73,26.21,5032,4337,6950,0.839
2021-02-20,Vermont,132112,159650,88826,6.9,21.17,43084,14.24,25.58,4493,4199,6729,0.828
2021-02-19,Vermont,127619,159650,86590,6.54,20.45,40829,13.88,25.58,9435,3940,6314,0.799
2021-02-18,Vermont,118184,151350,79606,6.15,18.94,38381,12.76,24.26,2220,3039,4870,0.781
2021-02-17,Vermont,115964,150375,78816,5.92,18.58,36957,12.63,24.1,978,3157,5059,0.771
2021-02-16,Vermont,114986,147425,78022,5.89,18.43,36773,12.5,23.63,4099.5,3136,5026,0.78
2021-02-15,Vermont,,,,,,,,,4099.5,2937,4707,
2021-02-14,Vermont,106787,138025,73105,5.37,17.11,33495,11.72,22.12,4071,2801,4489,0.774
2021-02-13,Vermont,102716,138025,70351,5.16,16.46,32186,11.27,22.12,2680,2818,4516,0.744
2021-02-12,Vermont,100036,138025,68654,5,16.03,31208,11,22.12,3128,2855,4575,0.725
2021-02-11,Vermont,96908,137925,67024,4.76,15.53,29713,10.74,22.1,3046,2816,4513,0.703
2021-02-10,Vermont,93862,134075,65577,4.51,15.04,28122,10.51,21.49,825,2735,4383,0.7
2021-02-09,Vermont,93037,129875,64864,4.49,14.91,28010,10.4,20.81,2709,2717,4354,0.716
2021-02-08,Vermont,90328,116075,63024,4.35,14.48,27144,10.1,18.6,3148,2557,4098,0.778
2021-02-07,Vermont,87180,116075,60863,4.19,13.97,26162,9.75,18.6,4188,2857,4579,0.751
2021-02-06,Vermont,82992,116075,58637,3.88,13.3,24212,9.4,18.6,2938,2745,4399,0.715
2021-02-05,Vermont,80054,116075,57432,3.6,12.83,22483,9.2,18.6,2856,2617,4194,0.69
2021-02-04,Vermont,77198,116075,56221,3.34,12.37,20843,9.01,18.6,2480,2618,4196,0.665
2021-02-03,Vermont,74718,113625,55357,3.08,11.97,19237,8.87,18.21,697,2763,4428,0.658
2021-02-02,Vermont,74021,109825,54994,3.03,11.86,18903,8.81,17.6,1593,2801,4489,0.674
2021-02-01,Vermont,72428,99750,53967,2.94,11.61,18338,8.65,15.99,5248,2686,4305,0.726
2021-01-31,Vermont,67180,99750,50571,2.64,10.77,16491,8.1,15.99,3403,2187,3505,0.673
2021-01-30,Vermont,63777,99750,48473,2.44,10.22,15213,7.77,15.99,2040,2050,3285,0.639
2021-01-29,Vermont,61737,99750,47485,2.27,9.89,14168,7.61,15.99,2866,2184,3500,0.619
2021-01-28,Vermont,58871,98775,46376,1.99,9.44,12418,7.43,15.83,3494,2291,3672,0.596
2021-01-27,Vermont,55377,96825,44498,1.73,8.88,10806,7.13,15.52,961,2080,3333,0.572
2021-01-26,Vermont,54416,92925,43994,1.66,8.72,10349,7.05,14.89,792,1976,3167,0.586
2021-01-25,Vermont,53624,90000,43356,1.63,8.59,10195,6.95,14.42,1752,2153,3450,0.596
2021-01-24,Vermont,51872,90000,41950,1.58,8.31,9853,6.72,14.42,2446,2192,3513,0.576
2021-01-23,Vermont,49426,90000,40484,1.42,7.92,8877,6.49,14.42,2979,2133,3418,0.549
2021-01-22,Vermont,46447,84825,38432,1.27,7.44,7954,6.16,13.59,3612,1997,3200,0.548
2021-01-21,Vermont,42835,78875,36233,1.05,6.86,6545,5.81,12.64,2021,1895,3037,0.543
2021-01-20,Vermont,40814,75950,34607,0.99,6.54,6167,5.55,12.17,233,1606,2574,0.537
2021-01-19,Vermont,40581,74000,34427,0.98,6.5,6114,5.52,11.86,2027.75,2118,3394,0.548
2021-01-18,Vermont,,,,,,,,,2027.75,2133,3418,
2021-01-17,Vermont,,,,,,,,,2027.75,2154,3452,
2021-01-16,Vermont,,,,,,,,,2027.75,2185,3502,
2021-01-15,Vermont,32470,74000,28355,0.66,5.2,4100,4.54,11.86,2899,2238,3587,0.439
2021-01-14,Vermont,29571,69800,26603,,4.74,,4.26,11.19,0,1907,3056,0.424
2021-01-13,Vermont,29571,69800,,,4.74,,,11.19,3814,3814,6112,0.424
2021-01-12,Vermont,25757,64925,,,4.13,,,10.4,,,,0.397
2021-03-03,Veterans Health,2420189,2779685,1565132,,,853672,,,47578,54920,,0.871
2021-03-02,Veterans Health,2372611,2770485,1540721,,,830514,,,16165,52829,,0.856
2021-03-01,Veterans Health,2356446,2597405,1532520,,,822571,,,52772,57043,,0.907
2021-02-28,Veterans Health,2303674,2597405,1497145,,,805178,,,65126,56055,,0.887
2021-02-27,Veterans Health,2238548,2597405,1461294,,,775917,,,120483,53655,,0.862
2021-02-26,Veterans Health,2118065,2595905,1397648,,,719102,,,40479,43288,,0.816
2021-02-25,Veterans Health,2077586,2595905,1377608,,,698669,,,41834,43416,,0.8
2021-02-24,Veterans Health,2035752,2459785,1358289,,,676163,,,32946,45065,,0.828
2021-02-23,Veterans Health,2002806,2384285,1345116,,,656399,,,45664,44301,,0.84
2021-02-22,Veterans Health,1957142,2186925,1328177,,,627679,,,45853,44339,,0.895
2021-02-21,Veterans Health,1911289,2186925,1310255,,,599755,,,48324,44351,,0.874
2021-02-20,Veterans Health,1862965,2185950,1289839,,,571860,,,47919,51472,,0.852
2021-02-19,Veterans Health,1815046,2125400,1268720,,,545078,,,41369,53673,,0.854
2021-02-18,Veterans Health,1773677,2111750,1251428,,,521010,,,53383,56617,,0.84
2021-02-17,Veterans Health,1720294,2080550,1230159,,,488912,,,27592,56780,,0.827
2021-02-16,Veterans Health,1692702,2048375,1211927,,,479556,,,45936,60593,,0.826
2021-02-15,Veterans Health,,,,,,,,,45936,55401,,
2021-02-14,Veterans Health,1600830,2042525,1146573,,,453043,,,98169,54361,,0.784
2021-02-13,Veterans Health,1502661,2042525,1091919,,,409548,,,63324,53122,,0.736
2021-02-12,Veterans Health,1439337,2042525,1056801,,,381365,,,61979,51618,,0.705
2021-02-11,Veterans Health,1377358,2042525,1020271,,,355921,,,54525,50169,,0.674
2021-02-10,Veterans Health,1322833,1986425,988979,,,332704,,,54280,44123,,0.666
2021-02-09,Veterans Health,1268553,1929100,958539,,,308881,,,9596,42169,,0.658
2021-02-08,Veterans Health,1258957,1733525,952628,,,305197,,,38657,42230,,0.726
2021-02-07,Veterans Health,1220300,1733525,927688,,,291482,,,89492,41146,,0.704
2021-02-06,Veterans Health,1130808,1733525,876409,,,253303,,,52797,34643,,0.652
2021-02-05,Veterans Health,1078011,1600425,847699,,,229255,,,51838,33788,,0.674
2021-02-04,Veterans Health,1026173,1598925,816665,,,208498,,,12199,33404,,0.642
2021-02-03,Veterans Health,1013974,1543525,813455,,,199554,,,40603,38266,,0.657
2021-02-02,Veterans Health,973371,1491725,789785,,,182677,,,10025,38574,,0.653
2021-02-01,Veterans Health,963346,1367700,781179,,,181258,,,31068,37224,,0.704
2021-01-31,Veterans Health,932278,1367700,754720,,,176655,,,43973,38290,,0.682
2021-01-30,Veterans Health,888305,1367700,721252,,,166191,,,46808,37816,,0.649
2021-01-29,Veterans Health,841497,1367700,688872,,,151793,,,49149,37405,,0.615
2021-01-28,Veterans Health,792348,1367700,655236,,,136319,,,46239,37870,,0.579
2021-01-27,Veterans Health,746109,1312125,626115,,,119254,,,42758,44791,,0.569
2021-01-26,Veterans Health,703351,1260325,600904,,,101749,,,572,41020,,0.558
2021-01-25,Veterans Health,702779,1151525,600685,,,101396,,,38534,44454,,0.61
2021-01-24,Veterans Health,664245,1151525,564247,,,99328,,,40655,42465,,0.577
2021-01-23,Veterans Health,623590,1151525,529784,,,93168,,,43927,40173,,0.542
2021-01-22,Veterans Health,579663,1150825,497096,,,81966,,,52405,37413,,0.504
2021-01-21,Veterans Health,527258,1100725,463738,,,62996,,,94689,34652,,0.479
2021-01-20,Veterans Health,432569,1048050,387870,,,44329,,,16360,25456,,0.413
2021-01-19,Veterans Health,416209,994425,372382,,,43469,,,24609.5,27065,,0.419
2021-01-18,Veterans Health,,,,,,,,,24609.5,27474,,
2021-01-17,Veterans Health,,,,,,,,,24609.5,28047,,
2021-01-16,Veterans Health,,,,,,,,,24609.5,28907,,
2021-01-15,Veterans Health,317771,994425,280461,,,36983,,,33074,30339,,0.32
2021-01-14,Veterans Health,284697,941925,252993,,,,,,30320,28972,,0.302
2021-01-13,Veterans Health,254377,941525,227886,,,26487,,,27623,27623,,0.27
2021-01-12,Veterans Health,226754,885950,207449,,,19301,,,,,,0.256
2021-03-03,Virgin Islands,20149,38080,13286,6.54,19.25,6849,12.69,36.38,413,386,3687,0.529
2021-03-02,Virgin Islands,19736,37680,13071,6.35,18.85,6651,12.49,35.99,266,406,3878,0.524
2021-03-01,Virgin Islands,19470,36080,12925,6.24,18.6,6531,12.35,34.47,101,469,4480,0.54
2021-02-28,Virgin Islands,19369,36080,12922,6.15,18.5,6434,12.34,34.47,251,464,4433,0.537
2021-02-27,Virgin Islands,19118,36080,12740,6.09,18.26,6373,12.17,34.47,434,470,4490,0.53
2021-02-26,Virgin Islands,18684,36080,12613,5.8,17.85,6066,12.05,34.47,906,548,5235,0.518
2021-02-25,Virgin Islands,17778,36080,12112,5.41,16.98,5664,11.57,34.47,331,590,5636,0.493
2021-02-24,Virgin Islands,17447,29525,11939,5.26,16.67,5506,11.4,28.2,554,612,5846,0.591
2021-02-23,Virgin Islands,16893,28825,11669,4.99,16.14,5224,11.15,27.54,706,639,6104,0.586
2021-02-22,Virgin Islands,16187,26425,11247,4.72,15.46,4940,10.74,25.24,64,548,5235,0.613
2021-02-21,Virgin Islands,16123,26425,11244,4.66,15.4,4879,10.74,25.24,297,548,5235,0.61
2021-02-20,Virgin Islands,15826,26425,11041,4.57,15.12,4785,10.55,25.24,975,521,4977,0.599
2021-02-19,Virgin Islands,14851,26425,10399,4.25,14.19,4452,9.93,25.24,1203,451,4308,0.562
2021-02-18,Virgin Islands,13648,26425,9473,3.99,13.04,4175,9.05,25.24,486,354,3382,0.516
2021-02-17,Virgin Islands,13162,26425,9302,3.69,12.57,3860,8.89,25.24,744,349,3334,0.498
2021-02-16,Virgin Islands,12418,26425,8806,3.45,11.86,3612,8.41,25.24,65,336,3210,0.47
2021-02-15,Virgin Islands,,,,,,,,,65,403,3850,
2021-02-14,Virgin Islands,12288,26425,8730,3.4,11.74,3558,8.34,25.24,106,402,3840,0.465
2021-02-13,Virgin Islands,12182,26425,8649,3.38,11.64,3533,8.26,25.24,491,388,3707,0.461
2021-02-12,Virgin Islands,11691,26425,8404,3.14,11.17,3287,8.03,25.24,523,401,3831,0.442
2021-02-11,Virgin Islands,11168,25450,8039,2.99,10.67,3129,7.68,24.31,450,422,4031,0.439
2021-02-10,Virgin Islands,10718,24275,7762,2.82,10.24,2956,7.41,23.19,654,476,4547,0.442
2021-02-09,Virgin Islands,10064,21525,7313,2.63,9.61,2751,6.99,20.56,535,479,4576,0.468
2021-02-08,Virgin Islands,9529,20625,7014,2.4,9.1,2515,6.7,19.7,52,488,4662,0.462
2021-02-07,Virgin Islands,9477,20625,6972,2.39,9.05,2505,6.66,19.7,11,496,4738,0.459
2021-02-06,Virgin Islands,9466,20625,6961,2.39,9.04,2505,6.65,19.7,582,500,4776,0.459
2021-02-05,Virgin Islands,8884,20625,6673,2.11,8.49,2211,6.38,19.7,672,518,4948,0.431
2021-02-04,Virgin Islands,8212,20625,6237,1.89,7.85,1975,5.96,19.7,825,513,4901,0.398
2021-02-03,Virgin Islands,7387,20325,5906,1.42,7.06,1481,5.64,19.42,678,459,4385,0.363
2021-02-02,Virgin Islands,6709,20325,5447,1.21,6.41,1262,5.2,19.42,593,423,4041,0.33
2021-02-01,Virgin Islands,6116,17075,5026,1.04,5.84,1090,4.8,16.31,108,388,3707,0.358
2021-01-31,Virgin Islands,6008,17075,4920,1.04,5.74,1088,4.7,16.31,41,376,3592,0.352
2021-01-30,Virgin Islands,5967,17075,4898,1.02,5.7,1069,4.68,16.31,711,373,3563,0.349
2021-01-29,Virgin Islands,5256,17075,4367,0.85,5.02,889,4.17,16.31,636,312,2981,0.308
2021-01-28,Virgin Islands,4620,17075,3901,0.69,4.41,719,3.73,16.31,446,268,2560,0.271
2021-01-27,Virgin Islands,4174,16875,3538,0.61,3.99,636,3.38,16.12,427,251,2398,0.247
2021-01-26,Virgin Islands,3747,15700,3251,0.47,3.58,496,3.11,15,348,230,2197,0.239
2021-01-25,Virgin Islands,3399,14500,2984,0.4,3.25,415,2.85,13.85,21,199,1901,0.234
2021-01-24,Virgin Islands,3378,13525,2969,0.39,3.23,409,2.84,12.92,23,214,2044,0.25
2021-01-23,Virgin Islands,3355,13525,2946,0.39,3.2,409,2.81,12.92,285,228,2178,0.248
2021-01-22,Virgin Islands,3070,13525,2703,0.35,2.93,367,2.58,12.92,326,206,1968,0.227
2021-01-21,Virgin Islands,2744,13325,2450,0.28,2.62,294,2.34,12.73,326,189,1806,0.206
2021-01-20,Virgin Islands,2418,12325,2178,0.23,2.31,240,2.08,11.77,283,175,1672,0.196
2021-01-19,Virgin Islands,2135,11825,1970,0.16,2.04,165,1.88,11.3,126,179,1710,0.181
2021-01-18,Virgin Islands,,,,,,,,,126,188,1796,
2021-01-17,Virgin Islands,,,,,,,,,126,201,1920,
2021-01-16,Virgin Islands,,,,,,,,,126,219,2092,
2021-01-15,Virgin Islands,1631,11825,1474,0.15,1.56,157,1.41,11.3,207,250,2388,0.138
2021-01-14,Virgin Islands,1424,10750,1267,,1.36,,1.21,10.27,229,272,2598,0.132
2021-01-13,Virgin Islands,1195,9575,,,1.14,,,9.15,315,315,3009,0.125
2021-01-12,Virgin Islands,880,9175,,,0.84,,,8.76,,,,0.096
2021-03-03,Virginia,2220648,2762975,1418234,9.01,26.02,769180,16.62,32.37,49221,59592,6982,0.804
2021-03-02,Virginia,2171427,2735305,1389614,8.77,25.44,748805,16.28,32.05,34501,57929,6787,0.794
2021-03-01,Virginia,2136926,2536495,1367037,8.64,25.04,737028,16.02,29.72,50732,57354,6719,0.842
2021-02-28,Virginia,2086194,2536495,1336428,8.4,24.44,717061,15.66,29.72,83460,54414,6375,0.822
2021-02-27,Virginia,2002734,2536495,1306124,7.78,23.46,664132,15.3,29.72,79946,47360,5549,0.79
2021-02-26,Virginia,1922788,2428885,1257635,7.41,22.53,632836,14.73,28.46,74014,39615,4641,0.792
2021-02-25,Virginia,1848774,2368825,1229982,6.87,21.66,586723,14.41,27.75,45269,49284,5774,0.78
2021-02-24,Virginia,1803505,2360275,1213282,6.54,21.13,558330,14.22,27.65,37578,49057,5747,0.764
2021-02-23,Virginia,1765927,2283165,1197154,6.29,20.69,537009,14.03,26.75,30476,47775,5597,0.773
2021-02-22,Virginia,1735451,1949525,1183068,6.1,20.33,520814,13.86,22.84,30157,48869,5725,0.89
2021-02-21,Virginia,1705294,1949525,1172647,5.87,19.98,501118,13.74,22.84,34077,50009,5859,0.875
2021-02-20,Virginia,1671217,1948550,1162487,5.59,19.58,477252,13.62,22.83,25732,48702,5706,0.858
2021-02-19,Virginia,1645485,1942700,1154362,5.39,19.28,459751,13.52,22.76,141699,52950,6203,0.847
2021-02-18,Virginia,1503786,1714800,1076555,4.64,17.62,396059,12.61,20.09,43683,40084,4696,0.877
2021-02-17,Virginia,1460103,1714800,1060294,4.32,17.11,368764,12.42,20.09,28602,38966,4565,0.851
